date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2019-03-21,lrt ampang,202089,LRT,Thursday,Weekday
2019-03-22,lrt ampang,218157,LRT,Friday,Weekday
2019-03-23,lrt ampang,130663,LRT,Saturday,Weekend
2019-03-24,lrt ampang,104866,LRT,Sunday,Weekend
2019-03-25,lrt ampang,194363,LRT,Monday,Weekday
2019-03-26,lrt ampang,194677,LRT,Tuesday,Weekday
2019-03-27,lrt ampang,198831,LRT,Wednesday,Weekday
2019-03-28,lrt ampang,199485,LRT,Thursday,Weekday
2019-03-29,lrt ampang,238981,LRT,Friday,Weekday
2019-03-30,lrt ampang,152283,LRT,Saturday,Weekend
2019-03-31,lrt ampang,123681,LRT,Sunday,Weekend
2019-04-01,lrt ampang,205245,LRT,Monday,Weekday
2019-04-02,lrt ampang,207847,LRT,Tuesday,Weekday
2019-04-03,lrt ampang,211684,LRT,Wednesday,Weekday
2019-04-04,lrt ampang,212319,LRT,Thursday,Weekday
2019-04-05,lrt ampang,229860,LRT,Friday,Weekday
2019-04-06,lrt ampang,160353,LRT,Saturday,Weekend
2019-04-07,lrt ampang,130957,LRT,Sunday,Weekend
2019-04-08,lrt ampang,202323,LRT,Monday,Weekday
2019-04-09,lrt ampang,200751,LRT,Tuesday,Weekday
2019-04-10,lrt ampang,200386,LRT,Wednesday,Weekday
2019-04-11,lrt ampang,201013,LRT,Thursday,Weekday
2019-04-12,lrt ampang,213747,LRT,Friday,Weekday
2019-04-13,lrt ampang,155043,LRT,Saturday,Weekend
2019-04-14,lrt ampang,113787,LRT,Sunday,Weekend
2019-04-15,lrt ampang,200342,LRT,Monday,Weekday
2019-04-16,lrt ampang,199017,LRT,Tuesday,Weekday
2019-04-17,lrt ampang,198520,LRT,Wednesday,Weekday
2019-04-18,lrt ampang,199315,LRT,Thursday,Weekday
2019-04-19,lrt ampang,209956,LRT,Friday,Weekday
2019-04-20,lrt ampang,126409,LRT,Saturday,Weekend
2019-04-21,lrt ampang,108371,LRT,Sunday,Weekend
2019-04-22,lrt ampang,196368,LRT,Monday,Weekday
2019-04-23,lrt ampang,194416,LRT,Tuesday,Weekday
2019-04-24,lrt ampang,200264,LRT,Wednesday,Weekday
2019-04-25,lrt ampang,201047,LRT,Thursday,Weekday
2019-04-26,lrt ampang,220087,LRT,Friday,Weekday
2019-04-27,lrt ampang,148493,LRT,Saturday,Weekend
2019-04-28,lrt ampang,114793,LRT,Sunday,Weekend
2019-04-29,lrt ampang,201303,LRT,Monday,Weekday
2019-04-30,lrt ampang,207805,LRT,Tuesday,Weekday
2019-05-01,lrt ampang,135451,LRT,Wednesday,Weekday
2019-05-02,lrt ampang,213318,LRT,Thursday,Weekday
2019-05-03,lrt ampang,229453,LRT,Friday,Weekday
2019-05-04,lrt ampang,149913,LRT,Saturday,Weekend
2019-05-05,lrt ampang,119501,LRT,Sunday,Weekend
2019-05-06,lrt ampang,193188,LRT,Monday,Weekday
2019-05-07,lrt ampang,200326,LRT,Tuesday,Weekday
2019-05-08,lrt ampang,199550,LRT,Wednesday,Weekday
2019-05-09,lrt ampang,200581,LRT,Thursday,Weekday
2019-05-10,lrt ampang,212807,LRT,Friday,Weekday
2019-05-11,lrt ampang,120057,LRT,Saturday,Weekend
2019-05-12,lrt ampang,102042,LRT,Sunday,Weekend
2019-05-13,lrt ampang,195651,LRT,Monday,Weekday
2019-05-14,lrt ampang,198640,LRT,Tuesday,Weekday
2019-05-15,lrt ampang,200154,LRT,Wednesday,Weekday
2019-05-16,lrt ampang,203075,LRT,Thursday,Weekday
2019-05-17,lrt ampang,219217,LRT,Friday,Weekday
2019-05-18,lrt ampang,129118,LRT,Saturday,Weekend
2019-05-19,lrt ampang,105922,LRT,Sunday,Weekend
2019-05-20,lrt ampang,101298,LRT,Monday,Weekday
2019-05-21,lrt ampang,181172,LRT,Tuesday,Weekday
2019-05-22,lrt ampang,107977,LRT,Wednesday,Weekday
2019-05-23,lrt ampang,202477,LRT,Thursday,Weekday
2019-05-24,lrt ampang,217897,LRT,Friday,Weekday
2019-05-25,lrt ampang,145493,LRT,Saturday,Weekend
2019-05-26,lrt ampang,124385,LRT,Sunday,Weekend
2019-05-27,lrt ampang,206027,LRT,Monday,Weekday
2019-05-28,lrt ampang,206520,LRT,Tuesday,Weekday
2019-05-29,lrt ampang,209382,LRT,Wednesday,Weekday
2019-05-30,lrt ampang,207701,LRT,Thursday,Weekday
2019-05-31,lrt ampang,220204,LRT,Friday,Weekday
2019-06-01,lrt ampang,147554,LRT,Saturday,Weekend
2019-06-02,lrt ampang,120712,LRT,Sunday,Weekend
2019-06-03,lrt ampang,177463,LRT,Monday,Weekday
2019-06-04,lrt ampang,161474,LRT,Tuesday,Weekday
2019-06-05,lrt ampang,101031,LRT,Wednesday,Weekday
2019-06-06,lrt ampang,100668,LRT,Thursday,Weekday
2019-06-07,lrt ampang,135225,LRT,Friday,Weekday
2019-06-08,lrt ampang,98302,LRT,Saturday,Weekend
2019-06-09,lrt ampang,97557,LRT,Sunday,Weekend
2019-06-10,lrt ampang,183372,LRT,Monday,Weekday
2019-06-11,lrt ampang,198161,LRT,Tuesday,Weekday
2019-06-12,lrt ampang,198286,LRT,Wednesday,Weekday
2019-06-13,lrt ampang,199285,LRT,Thursday,Weekday
2019-06-14,lrt ampang,210190,LRT,Friday,Weekday
2019-06-15,lrt ampang,126345,LRT,Saturday,Weekend
2019-06-16,lrt ampang,104970,LRT,Sunday,Weekend
2019-06-17,lrt ampang,199277,LRT,Monday,Weekday
2019-06-18,lrt ampang,201181,LRT,Tuesday,Weekday
2019-06-19,lrt ampang,204388,LRT,Wednesday,Weekday
2019-06-20,lrt ampang,203806,LRT,Thursday,Weekday
2019-06-21,lrt ampang,217381,LRT,Friday,Weekday
2019-06-22,lrt ampang,135017,LRT,Saturday,Weekend
2019-06-23,lrt ampang,114790,LRT,Sunday,Weekend
2019-06-24,lrt ampang,179236,LRT,Monday,Weekday
2019-06-25,lrt ampang,202288,LRT,Tuesday,Weekday
2019-06-26,lrt ampang,204467,LRT,Wednesday,Weekday
2019-06-27,lrt ampang,205621,LRT,Thursday,Weekday
2019-06-28,lrt ampang,220591,LRT,Friday,Weekday
2019-06-29,lrt ampang,139646,LRT,Saturday,Weekend
2019-06-30,lrt ampang,118580,LRT,Sunday,Weekend
2019-07-01,lrt ampang,206240,LRT,Monday,Weekday
2019-07-02,lrt ampang,204731,LRT,Tuesday,Weekday
2019-07-03,lrt ampang,206019,LRT,Wednesday,Weekday
2019-07-04,lrt ampang,206679,LRT,Thursday,Weekday
2019-07-05,lrt ampang,225277,LRT,Friday,Weekday
2019-07-06,lrt ampang,156601,LRT,Saturday,Weekend
2019-07-07,lrt ampang,118050,LRT,Sunday,Weekend
2019-07-08,lrt ampang,208335,LRT,Monday,Weekday
2019-07-09,lrt ampang,206291,LRT,Tuesday,Weekday
2019-07-10,lrt ampang,205018,LRT,Wednesday,Weekday
2019-07-11,lrt ampang,205382,LRT,Thursday,Weekday
2019-07-12,lrt ampang,226326,LRT,Friday,Weekday
2019-07-13,lrt ampang,138415,LRT,Saturday,Weekend
2019-07-14,lrt ampang,112109,LRT,Sunday,Weekend
2019-07-15,lrt ampang,206579,LRT,Monday,Weekday
2019-07-16,lrt ampang,202785,LRT,Tuesday,Weekday
2019-07-17,lrt ampang,206487,LRT,Wednesday,Weekday
2019-07-18,lrt ampang,206955,LRT,Thursday,Weekday
2019-07-19,lrt ampang,220002,LRT,Friday,Weekday
2019-07-20,lrt ampang,130646,LRT,Saturday,Weekend
2019-07-21,lrt ampang,107384,LRT,Sunday,Weekend
2019-07-22,lrt ampang,202326,LRT,Monday,Weekday
2019-07-23,lrt ampang,201995,LRT,Tuesday,Weekday
2019-07-24,lrt ampang,202907,LRT,Wednesday,Weekday
2019-07-25,lrt ampang,206953,LRT,Thursday,Weekday
2019-07-26,lrt ampang,226291,LRT,Friday,Weekday
2019-07-27,lrt ampang,181336,LRT,Saturday,Weekend
2019-07-28,lrt ampang,113715,LRT,Sunday,Weekend
2019-07-29,lrt ampang,196671,LRT,Monday,Weekday
2019-07-30,lrt ampang,112075,LRT,Tuesday,Weekday
2019-07-31,lrt ampang,206642,LRT,Wednesday,Weekday
2019-08-01,lrt ampang,206290,LRT,Thursday,Weekday
2019-08-02,lrt ampang,219047,LRT,Friday,Weekday
2019-08-03,lrt ampang,135102,LRT,Saturday,Weekend
2019-08-04,lrt ampang,111183,LRT,Sunday,Weekend
2019-08-05,lrt ampang,205543,LRT,Monday,Weekday
2019-08-06,lrt ampang,205029,LRT,Tuesday,Weekday
2019-08-07,lrt ampang,208056,LRT,Wednesday,Weekday
2019-08-08,lrt ampang,214012,LRT,Thursday,Weekday
2019-08-09,lrt ampang,233402,LRT,Friday,Weekday
2019-08-10,lrt ampang,130949,LRT,Saturday,Weekend
2019-08-11,lrt ampang,107846,LRT,Sunday,Weekend
2019-08-12,lrt ampang,110487,LRT,Monday,Weekday
2019-08-13,lrt ampang,189391,LRT,Tuesday,Weekday
2019-08-14,lrt ampang,198949,LRT,Wednesday,Weekday
2019-08-15,lrt ampang,203952,LRT,Thursday,Weekday
2019-08-16,lrt ampang,208329,LRT,Friday,Weekday
2019-08-17,lrt ampang,139642,LRT,Saturday,Weekend
2019-08-18,lrt ampang,105868,LRT,Sunday,Weekend
2019-08-19,lrt ampang,202151,LRT,Monday,Weekday
2019-08-20,lrt ampang,200783,LRT,Tuesday,Weekday
2019-08-21,lrt ampang,202092,LRT,Wednesday,Weekday
2019-08-22,lrt ampang,204858,LRT,Thursday,Weekday
2019-08-23,lrt ampang,215310,LRT,Friday,Weekday
2019-08-24,lrt ampang,132392,LRT,Saturday,Weekend
2019-08-25,lrt ampang,105855,LRT,Sunday,Weekend
2019-08-26,lrt ampang,200830,LRT,Monday,Weekday
2019-08-27,lrt ampang,200860,LRT,Tuesday,Weekday
2019-08-28,lrt ampang,203171,LRT,Wednesday,Weekday
2019-08-29,lrt ampang,206195,LRT,Thursday,Weekday
2019-08-30,lrt ampang,239780,LRT,Friday,Weekday
2019-08-31,lrt ampang,130203,LRT,Saturday,Weekend
2019-09-01,lrt ampang,109399,LRT,Sunday,Weekend
2019-09-02,lrt ampang,111950,LRT,Monday,Weekday
2019-09-03,lrt ampang,198633,LRT,Tuesday,Weekday
2019-09-04,lrt ampang,199500,LRT,Wednesday,Weekday
2019-09-05,lrt ampang,202333,LRT,Thursday,Weekday
2019-09-06,lrt ampang,231864,LRT,Friday,Weekday
2019-09-07,lrt ampang,151491,LRT,Saturday,Weekend
2019-09-08,lrt ampang,131942,LRT,Sunday,Weekend
2019-09-09,lrt ampang,109299,LRT,Monday,Weekday
2019-09-10,lrt ampang,219570,LRT,Tuesday,Weekday
2019-09-11,lrt ampang,201990,LRT,Wednesday,Weekday
2019-09-12,lrt ampang,204719,LRT,Thursday,Weekday
2019-09-13,lrt ampang,229205,LRT,Friday,Weekday
2019-09-14,lrt ampang,148881,LRT,Saturday,Weekend
2019-09-15,lrt ampang,109530,LRT,Sunday,Weekend
2019-09-16,lrt ampang,108528,LRT,Monday,Weekday
2019-09-17,lrt ampang,198566,LRT,Tuesday,Weekday
2019-09-18,lrt ampang,197265,LRT,Wednesday,Weekday
2019-09-19,lrt ampang,191367,LRT,Thursday,Weekday
2019-09-20,lrt ampang,203482,LRT,Friday,Weekday
2019-09-21,lrt ampang,125702,LRT,Saturday,Weekend
2019-09-22,lrt ampang,101176,LRT,Sunday,Weekend
2019-09-23,lrt ampang,196337,LRT,Monday,Weekday
2019-09-24,lrt ampang,196912,LRT,Tuesday,Weekday
2019-09-25,lrt ampang,198886,LRT,Wednesday,Weekday
2019-09-26,lrt ampang,204790,LRT,Thursday,Weekday
2019-09-27,lrt ampang,224414,LRT,Friday,Weekday
2019-09-28,lrt ampang,146496,LRT,Saturday,Weekend
2019-09-29,lrt ampang,126166,LRT,Sunday,Weekend
2019-09-30,lrt ampang,201831,LRT,Monday,Weekday
2019-10-01,lrt ampang,203898,LRT,Tuesday,Weekday
2019-10-02,lrt ampang,206887,LRT,Wednesday,Weekday
2019-10-03,lrt ampang,206964,LRT,Thursday,Weekday
2019-10-04,lrt ampang,224477,LRT,Friday,Weekday
2019-10-05,lrt ampang,146600,LRT,Saturday,Weekend
2019-10-06,lrt ampang,118598,LRT,Sunday,Weekend
2019-10-07,lrt ampang,206879,LRT,Monday,Weekday
2019-10-08,lrt ampang,206248,LRT,Tuesday,Weekday
2019-10-09,lrt ampang,210187,LRT,Wednesday,Weekday
2019-10-10,lrt ampang,211835,LRT,Thursday,Weekday
2019-10-11,lrt ampang,229245,LRT,Friday,Weekday
2019-10-12,lrt ampang,144240,LRT,Saturday,Weekend
2019-10-13,lrt ampang,117250,LRT,Sunday,Weekend
2019-10-14,lrt ampang,209903,LRT,Monday,Weekday
2019-10-15,lrt ampang,209617,LRT,Tuesday,Weekday
2019-10-16,lrt ampang,211590,LRT,Wednesday,Weekday
2019-10-17,lrt ampang,212513,LRT,Thursday,Weekday
2019-10-18,lrt ampang,225616,LRT,Friday,Weekday
2019-10-19,lrt ampang,137092,LRT,Saturday,Weekend
2019-10-20,lrt ampang,120079,LRT,Sunday,Weekend
2019-10-21,lrt ampang,209023,LRT,Monday,Weekday
2019-10-22,lrt ampang,209860,LRT,Tuesday,Weekday
2019-10-23,lrt ampang,213635,LRT,Wednesday,Weekday
2019-10-24,lrt ampang,222650,LRT,Thursday,Weekday
2019-10-25,lrt ampang,237448,LRT,Friday,Weekday
2019-10-26,lrt ampang,139094,LRT,Saturday,Weekend
2019-10-27,lrt ampang,113955,LRT,Sunday,Weekend
2019-10-28,lrt ampang,108681,LRT,Monday,Weekday
2019-10-29,lrt ampang,194294,LRT,Tuesday,Weekday
2019-10-30,lrt ampang,202648,LRT,Wednesday,Weekday
2019-10-31,lrt ampang,205205,LRT,Thursday,Weekday
2019-11-01,lrt ampang,222640,LRT,Friday,Weekday
2019-11-02,lrt ampang,185297,LRT,Saturday,Weekend
2019-11-03,lrt ampang,122449,LRT,Sunday,Weekend
2019-11-04,lrt ampang,210396,LRT,Monday,Weekday
2019-11-05,lrt ampang,208905,LRT,Tuesday,Weekday
2019-11-06,lrt ampang,209303,LRT,Wednesday,Weekday
2019-11-07,lrt ampang,213348,LRT,Thursday,Weekday
2019-11-08,lrt ampang,226778,LRT,Friday,Weekday
2019-11-09,lrt ampang,136970,LRT,Saturday,Weekend
2019-11-10,lrt ampang,119522,LRT,Sunday,Weekend
2019-11-11,lrt ampang,208544,LRT,Monday,Weekday
2019-11-12,lrt ampang,207274,LRT,Tuesday,Weekday
2019-11-13,lrt ampang,208366,LRT,Wednesday,Weekday
2019-11-14,lrt ampang,236376,LRT,Thursday,Weekday
2019-11-15,lrt ampang,222697,LRT,Friday,Weekday
2019-11-16,lrt ampang,134678,LRT,Saturday,Weekend
2019-11-17,lrt ampang,115570,LRT,Sunday,Weekend
2019-11-18,lrt ampang,205893,LRT,Monday,Weekday
2019-11-19,lrt ampang,258313,LRT,Tuesday,Weekday
2019-11-20,lrt ampang,206109,LRT,Wednesday,Weekday
2019-11-21,lrt ampang,206737,LRT,Thursday,Weekday
2019-11-22,lrt ampang,217402,LRT,Friday,Weekday
2019-11-23,lrt ampang,145595,LRT,Saturday,Weekend
2019-11-24,lrt ampang,113359,LRT,Sunday,Weekend
2019-11-25,lrt ampang,203328,LRT,Monday,Weekday
2019-11-26,lrt ampang,203241,LRT,Tuesday,Weekday
2019-11-27,lrt ampang,208007,LRT,Wednesday,Weekday
2019-11-28,lrt ampang,209634,LRT,Thursday,Weekday
2019-11-29,lrt ampang,222561,LRT,Friday,Weekday
2019-11-30,lrt ampang,145776,LRT,Saturday,Weekend
2019-12-01,lrt ampang,126630,LRT,Sunday,Weekend
2019-12-02,lrt ampang,208603,LRT,Monday,Weekday
2019-12-03,lrt ampang,207474,LRT,Tuesday,Weekday
2019-12-04,lrt ampang,208525,LRT,Wednesday,Weekday
2019-12-05,lrt ampang,211179,LRT,Thursday,Weekday
2019-12-06,lrt ampang,223963,LRT,Friday,Weekday
2019-12-07,lrt ampang,166164,LRT,Saturday,Weekend
2019-12-08,lrt ampang,128096,LRT,Sunday,Weekend
2019-12-09,lrt ampang,207216,LRT,Monday,Weekday
2019-12-10,lrt ampang,207507,LRT,Tuesday,Weekday
2019-12-11,lrt ampang,204559,LRT,Wednesday,Weekday
2019-12-12,lrt ampang,209456,LRT,Thursday,Weekday
2019-12-13,lrt ampang,215684,LRT,Friday,Weekday
2019-12-14,lrt ampang,149301,LRT,Saturday,Weekend
2019-12-15,lrt ampang,119894,LRT,Sunday,Weekend
2019-12-16,lrt ampang,201756,LRT,Monday,Weekday
2019-12-17,lrt ampang,202463,LRT,Tuesday,Weekday
2019-12-18,lrt ampang,207913,LRT,Wednesday,Weekday
2019-12-19,lrt ampang,207078,LRT,Thursday,Weekday
2019-12-20,lrt ampang,222672,LRT,Friday,Weekday
2019-12-21,lrt ampang,158567,LRT,Saturday,Weekend
2019-12-22,lrt ampang,130198,LRT,Sunday,Weekend
2019-12-23,lrt ampang,200740,LRT,Monday,Weekday
2019-12-24,lrt ampang,201387,LRT,Tuesday,Weekday
2019-12-25,lrt ampang,131225,LRT,Wednesday,Weekday
2019-12-26,lrt ampang,187105,LRT,Thursday,Weekday
2019-12-27,lrt ampang,196095,LRT,Friday,Weekday
2019-12-28,lrt ampang,132000,LRT,Saturday,Weekend
2019-12-29,lrt ampang,113710,LRT,Sunday,Weekend
2019-12-30,lrt ampang,185582,LRT,Monday,Weekday
2019-12-31,lrt ampang,234204,LRT,Tuesday,Weekday
2020-01-01,lrt ampang,121747,LRT,Wednesday,Weekday
2020-01-02,lrt ampang,190649,LRT,Thursday,Weekday
2020-01-03,lrt ampang,201790,LRT,Friday,Weekday
2020-01-04,lrt ampang,124779,LRT,Saturday,Weekend
2020-01-05,lrt ampang,106788,LRT,Sunday,Weekend
2020-01-06,lrt ampang,206219,LRT,Monday,Weekday
2020-01-07,lrt ampang,207455,LRT,Tuesday,Weekday
2020-01-08,lrt ampang,209607,LRT,Wednesday,Weekday
2020-01-09,lrt ampang,210306,LRT,Thursday,Weekday
2020-01-10,lrt ampang,223495,LRT,Friday,Weekday
2020-01-11,lrt ampang,135136,LRT,Saturday,Weekend
2020-01-12,lrt ampang,114429,LRT,Sunday,Weekend
2020-01-13,lrt ampang,211032,LRT,Monday,Weekday
2020-01-14,lrt ampang,209704,LRT,Tuesday,Weekday
2020-01-15,lrt ampang,208418,LRT,Wednesday,Weekday
2020-01-16,lrt ampang,213161,LRT,Thursday,Weekday
2020-01-17,lrt ampang,224279,LRT,Friday,Weekday
2020-01-18,lrt ampang,140721,LRT,Saturday,Weekend
2020-01-19,lrt ampang,113073,LRT,Sunday,Weekend
2020-01-20,lrt ampang,211886,LRT,Monday,Weekday
2020-01-21,lrt ampang,210979,LRT,Tuesday,Weekday
2020-01-22,lrt ampang,217668,LRT,Wednesday,Weekday
2020-01-23,lrt ampang,204178,LRT,Thursday,Weekday
2020-01-24,lrt ampang,171416,LRT,Friday,Weekday
2020-01-25,lrt ampang,108129,LRT,Saturday,Weekend
2020-01-26,lrt ampang,98225,LRT,Sunday,Weekend
2020-01-27,lrt ampang,99186,LRT,Monday,Weekday
2020-01-28,lrt ampang,157878,LRT,Tuesday,Weekday
2020-01-29,lrt ampang,164411,LRT,Wednesday,Weekday
2020-01-30,lrt ampang,182480,LRT,Thursday,Weekday
2020-01-31,lrt ampang,190294,LRT,Friday,Weekday
2020-02-01,lrt ampang,107899,LRT,Saturday,Weekend
2020-02-02,lrt ampang,100012,LRT,Sunday,Weekend
2020-02-03,lrt ampang,200007,LRT,Monday,Weekday
2020-02-04,lrt ampang,202182,LRT,Tuesday,Weekday
2020-02-05,lrt ampang,203820,LRT,Wednesday,Weekday
2020-02-06,lrt ampang,207245,LRT,Thursday,Weekday
2020-02-07,lrt ampang,216633,LRT,Friday,Weekday
2020-02-08,lrt ampang,117586,LRT,Saturday,Weekend
2020-02-09,lrt ampang,110719,LRT,Sunday,Weekend
2020-02-10,lrt ampang,204497,LRT,Monday,Weekday
2020-02-11,lrt ampang,203530,LRT,Tuesday,Weekday
2020-02-12,lrt ampang,204706,LRT,Wednesday,Weekday
2020-02-13,lrt ampang,205583,LRT,Thursday,Weekday
2020-02-14,lrt ampang,220430,LRT,Friday,Weekday
2020-02-15,lrt ampang,125749,LRT,Saturday,Weekend
2020-02-16,lrt ampang,105583,LRT,Sunday,Weekend
2020-02-17,lrt ampang,203720,LRT,Monday,Weekday
2020-02-18,lrt ampang,201615,LRT,Tuesday,Weekday
2020-02-19,lrt ampang,203991,LRT,Wednesday,Weekday
2020-02-20,lrt ampang,206536,LRT,Thursday,Weekday
2020-02-21,lrt ampang,218057,LRT,Friday,Weekday
2020-02-22,lrt ampang,127509,LRT,Saturday,Weekend
2020-02-23,lrt ampang,102108,LRT,Sunday,Weekend
2020-02-24,lrt ampang,200512,LRT,Monday,Weekday
2020-02-25,lrt ampang,201721,LRT,Tuesday,Weekday
2020-02-26,lrt ampang,202457,LRT,Wednesday,Weekday
2020-02-27,lrt ampang,204757,LRT,Thursday,Weekday
2020-02-28,lrt ampang,220077,LRT,Friday,Weekday
2020-02-29,lrt ampang,132066,LRT,Saturday,Weekend
2020-03-01,lrt ampang,112593,LRT,Sunday,Weekend
2020-03-02,lrt ampang,205190,LRT,Monday,Weekday
2020-03-03,lrt ampang,204296,LRT,Tuesday,Weekday
2020-03-04,lrt ampang,205303,LRT,Wednesday,Weekday
2020-03-05,lrt ampang,204795,LRT,Thursday,Weekday
2020-03-06,lrt ampang,216070,LRT,Friday,Weekday
2020-03-07,lrt ampang,123769,LRT,Saturday,Weekend
2020-03-08,lrt ampang,106171,LRT,Sunday,Weekend
2020-03-09,lrt ampang,198406,LRT,Monday,Weekday
2020-03-10,lrt ampang,197495,LRT,Tuesday,Weekday
2020-03-11,lrt ampang,195238,LRT,Wednesday,Weekday
2020-03-12,lrt ampang,192315,LRT,Thursday,Weekday
2020-03-13,lrt ampang,200794,LRT,Friday,Weekday
2020-03-14,lrt ampang,101154,LRT,Saturday,Weekend
2020-03-15,lrt ampang,85059,LRT,Sunday,Weekend
2020-03-16,lrt ampang,162415,LRT,Monday,Weekday
2020-03-17,lrt ampang,148840,LRT,Tuesday,Weekday
2020-03-18,lrt ampang,59073,LRT,Wednesday,Weekday
2020-03-19,lrt ampang,41991,LRT,Thursday,Weekday
2020-03-20,lrt ampang,31881,LRT,Friday,Weekday
2020-03-21,lrt ampang,15277,LRT,Saturday,Weekend
2020-03-22,lrt ampang,9517,LRT,Sunday,Weekend
2020-03-23,lrt ampang,19924,LRT,Monday,Weekday
2020-03-24,lrt ampang,17793,LRT,Tuesday,Weekday
2020-03-25,lrt ampang,14756,LRT,Wednesday,Weekday
2020-03-26,lrt ampang,15240,LRT,Thursday,Weekday
2020-03-27,lrt ampang,14928,LRT,Friday,Weekday
2020-03-28,lrt ampang,7878,LRT,Saturday,Weekend
2020-03-29,lrt ampang,6587,LRT,Sunday,Weekend
2020-03-30,lrt ampang,15054,LRT,Monday,Weekday
2020-03-31,lrt ampang,14975,LRT,Tuesday,Weekday
2020-04-01,lrt ampang,15471,LRT,Wednesday,Weekday
2020-04-02,lrt ampang,14667,LRT,Thursday,Weekday
2020-04-03,lrt ampang,14803,LRT,Friday,Weekday
2020-04-04,lrt ampang,7979,LRT,Saturday,Weekend
2020-04-05,lrt ampang,6606,LRT,Sunday,Weekend
2020-04-06,lrt ampang,15174,LRT,Monday,Weekday
2020-04-07,lrt ampang,14489,LRT,Tuesday,Weekday
2020-04-08,lrt ampang,14509,LRT,Wednesday,Weekday
2020-04-09,lrt ampang,14775,LRT,Thursday,Weekday
2020-04-10,lrt ampang,14377,LRT,Friday,Weekday
2020-04-11,lrt ampang,8532,LRT,Saturday,Weekend
2020-04-12,lrt ampang,6758,LRT,Sunday,Weekend
2020-04-13,lrt ampang,15916,LRT,Monday,Weekday
2020-04-14,lrt ampang,15412,LRT,Tuesday,Weekday
2020-04-15,lrt ampang,14931,LRT,Wednesday,Weekday
2020-04-16,lrt ampang,14662,LRT,Thursday,Weekday
2020-04-17,lrt ampang,14683,LRT,Friday,Weekday
2020-04-18,lrt ampang,8325,LRT,Saturday,Weekend
2020-04-19,lrt ampang,6801,LRT,Sunday,Weekend
2020-04-20,lrt ampang,15538,LRT,Monday,Weekday
2020-04-21,lrt ampang,14961,LRT,Tuesday,Weekday
2020-04-22,lrt ampang,14635,LRT,Wednesday,Weekday
2020-04-23,lrt ampang,15360,LRT,Thursday,Weekday
2020-04-24,lrt ampang,14413,LRT,Friday,Weekday
2020-04-25,lrt ampang,8429,LRT,Saturday,Weekend
2020-04-26,lrt ampang,7012,LRT,Sunday,Weekend
2020-04-27,lrt ampang,15923,LRT,Monday,Weekday
2020-04-28,lrt ampang,15671,LRT,Tuesday,Weekday
2020-04-29,lrt ampang,16596,LRT,Wednesday,Weekday
2020-04-30,lrt ampang,16763,LRT,Thursday,Weekday
2020-05-01,lrt ampang,8492,LRT,Friday,Weekday
2020-05-02,lrt ampang,10159,LRT,Saturday,Weekend
2020-05-03,lrt ampang,8418,LRT,Sunday,Weekend
2020-05-04,lrt ampang,39175,LRT,Monday,Weekday
2020-05-05,lrt ampang,40157,LRT,Tuesday,Weekday
2020-05-06,lrt ampang,42038,LRT,Wednesday,Weekday
2020-05-07,lrt ampang,23228,LRT,Thursday,Weekday
2020-05-08,lrt ampang,42457,LRT,Friday,Weekday
2020-05-09,lrt ampang,27820,LRT,Saturday,Weekend
2020-05-10,lrt ampang,21943,LRT,Sunday,Weekend
2020-05-11,lrt ampang,28026,LRT,Monday,Weekday
2020-05-12,lrt ampang,48547,LRT,Tuesday,Weekday
2020-05-13,lrt ampang,52390,LRT,Wednesday,Weekday
2020-05-14,lrt ampang,54442,LRT,Thursday,Weekday
2020-05-15,lrt ampang,53010,LRT,Friday,Weekday
2020-05-16,lrt ampang,32504,LRT,Saturday,Weekend
2020-05-17,lrt ampang,26405,LRT,Sunday,Weekend
2020-05-18,lrt ampang,57398,LRT,Monday,Weekday
2020-05-19,lrt ampang,57100,LRT,Tuesday,Weekday
2020-05-20,lrt ampang,58041,LRT,Wednesday,Weekday
2020-05-21,lrt ampang,58193,LRT,Thursday,Weekday
2020-05-22,lrt ampang,56323,LRT,Friday,Weekday
2020-05-23,lrt ampang,35883,LRT,Saturday,Weekend
2020-05-24,lrt ampang,23328,LRT,Sunday,Weekend
2020-05-25,lrt ampang,25645,LRT,Monday,Weekday
2020-05-26,lrt ampang,28820,LRT,Tuesday,Weekday
2020-05-27,lrt ampang,54785,LRT,Wednesday,Weekday
2020-05-28,lrt ampang,58453,LRT,Thursday,Weekday
2020-05-29,lrt ampang,59467,LRT,Friday,Weekday
2020-05-30,lrt ampang,40861,LRT,Saturday,Weekend
2020-05-31,lrt ampang,31986,LRT,Sunday,Weekend
2020-06-01,lrt ampang,70434,LRT,Monday,Weekday
2020-06-02,lrt ampang,70009,LRT,Tuesday,Weekday
2020-06-03,lrt ampang,71051,LRT,Wednesday,Weekday
2020-06-04,lrt ampang,70016,LRT,Thursday,Weekday
2020-06-05,lrt ampang,71256,LRT,Friday,Weekday
2020-06-06,lrt ampang,46361,LRT,Saturday,Weekend
2020-06-07,lrt ampang,36592,LRT,Sunday,Weekend
2020-06-08,lrt ampang,38078,LRT,Monday,Weekday
2020-06-09,lrt ampang,78599,LRT,Tuesday,Weekday
2020-06-10,lrt ampang,85911,LRT,Wednesday,Weekday
2020-06-11,lrt ampang,86571,LRT,Thursday,Weekday
2020-06-12,lrt ampang,85854,LRT,Friday,Weekday
