date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2022-12-18,mrt putrajaya,16407,MRT,Sunday,Weekend
2022-12-19,mrt putrajaya,22655,MRT,Monday,Weekday
2022-12-20,mrt putrajaya,23835,MRT,Tuesday,Weekday
2022-12-21,mrt putrajaya,24151,MRT,Wednesday,Weekday
2022-12-22,mrt putrajaya,23035,MRT,Thursday,Weekday
2022-12-23,mrt putrajaya,23995,MRT,Friday,Weekday
2022-12-24,mrt putrajaya,17946,MRT,Saturday,Weekend
2022-12-25,mrt putrajaya,18736,MRT,Sunday,Weekend
2022-12-26,mrt putrajaya,15086,MRT,Monday,Weekday
2022-12-27,mrt putrajaya,21722,MRT,Tuesday,Weekday
2022-12-28,mrt putrajaya,22463,MRT,Wednesday,Weekday
2022-12-29,mrt putrajaya,22135,MRT,Thursday,Weekday
2022-12-30,mrt putrajaya,21893,MRT,Friday,Weekday
2022-12-31,mrt putrajaya,19377,MRT,Saturday,Weekend
2023-01-01,mrt putrajaya,17106,MRT,Sunday,Weekend
2023-01-02,mrt putrajaya,13995,MRT,Monday,Weekday
2023-01-03,mrt putrajaya,24345,MRT,Tuesday,Weekday
2023-01-04,mrt putrajaya,24322,MRT,Wednesday,Weekday
2023-01-05,mrt putrajaya,24557,MRT,Thursday,Weekday
2023-01-06,mrt putrajaya,24294,MRT,Friday,Weekday
2023-01-07,mrt putrajaya,16291,MRT,Saturday,Weekend
2023-01-08,mrt putrajaya,13870,MRT,Sunday,Weekend
2023-01-09,mrt putrajaya,24494,MRT,Monday,Weekday
2023-01-10,mrt putrajaya,25296,MRT,Tuesday,Weekday
2023-01-11,mrt putrajaya,25600,MRT,Wednesday,Weekday
2023-01-12,mrt putrajaya,25340,MRT,Thursday,Weekday
2023-01-13,mrt putrajaya,25554,MRT,Friday,Weekday
2023-01-14,mrt putrajaya,16982,MRT,Saturday,Weekend
2023-01-15,mrt putrajaya,15294,MRT,Sunday,Weekend
2023-01-16,mrt putrajaya,24840,MRT,Monday,Weekday
2023-01-17,mrt putrajaya,25703,MRT,Tuesday,Weekday
2023-01-18,mrt putrajaya,26390,MRT,Wednesday,Weekday
2023-01-19,mrt putrajaya,26188,MRT,Thursday,Weekday
2023-01-20,mrt putrajaya,24666,MRT,Friday,Weekday
2023-01-21,mrt putrajaya,14778,MRT,Saturday,Weekend
2023-01-22,mrt putrajaya,15903,MRT,Sunday,Weekend
2023-01-23,mrt putrajaya,15857,MRT,Monday,Weekday
2023-01-24,mrt putrajaya,13870,MRT,Tuesday,Weekday
2023-01-25,mrt putrajaya,19723,MRT,Wednesday,Weekday
2023-01-26,mrt putrajaya,20174,MRT,Thursday,Weekday
2023-01-27,mrt putrajaya,20320,MRT,Friday,Weekday
2023-01-28,mrt putrajaya,14483,MRT,Saturday,Weekend
2023-01-29,mrt putrajaya,13370,MRT,Sunday,Weekend
2023-01-30,mrt putrajaya,22669,MRT,Monday,Weekday
2023-01-31,mrt putrajaya,24155,MRT,Tuesday,Weekday
2023-02-01,mrt putrajaya,16978,MRT,Wednesday,Weekday
2023-02-02,mrt putrajaya,24584,MRT,Thursday,Weekday
2023-02-03,mrt putrajaya,25853,MRT,Friday,Weekday
2023-02-04,mrt putrajaya,17535,MRT,Saturday,Weekend
2023-02-05,mrt putrajaya,16154,MRT,Sunday,Weekend
2023-02-06,mrt putrajaya,13654,MRT,Monday,Weekday
2023-02-07,mrt putrajaya,20619,MRT,Tuesday,Weekday
2023-02-08,mrt putrajaya,20936,MRT,Wednesday,Weekday
2023-02-09,mrt putrajaya,20989,MRT,Thursday,Weekday
2023-02-10,mrt putrajaya,20834,MRT,Friday,Weekday
2023-02-11,mrt putrajaya,14134,MRT,Saturday,Weekend
2023-02-12,mrt putrajaya,12644,MRT,Sunday,Weekend
2023-02-13,mrt putrajaya,20559,MRT,Monday,Weekday
2023-02-14,mrt putrajaya,21156,MRT,Tuesday,Weekday
2023-02-15,mrt putrajaya,21185,MRT,Wednesday,Weekday
2023-02-16,mrt putrajaya,21642,MRT,Thursday,Weekday
2023-02-17,mrt putrajaya,21427,MRT,Friday,Weekday
2023-02-18,mrt putrajaya,13889,MRT,Saturday,Weekend
2023-02-19,mrt putrajaya,12784,MRT,Sunday,Weekend
2023-02-20,mrt putrajaya,21006,MRT,Monday,Weekday
2023-02-21,mrt putrajaya,21277,MRT,Tuesday,Weekday
2023-02-22,mrt putrajaya,21419,MRT,Wednesday,Weekday
2023-02-23,mrt putrajaya,21274,MRT,Thursday,Weekday
2023-02-24,mrt putrajaya,25248,MRT,Friday,Weekday
2023-02-25,mrt putrajaya,17060,MRT,Saturday,Weekend
2023-02-26,mrt putrajaya,15616,MRT,Sunday,Weekend
2023-02-27,mrt putrajaya,20432,MRT,Monday,Weekday
2023-02-28,mrt putrajaya,20578,MRT,Tuesday,Weekday
2023-03-01,mrt putrajaya,26883,MRT,Wednesday,Weekday
2023-03-02,mrt putrajaya,26857,MRT,Thursday,Weekday
2023-03-03,mrt putrajaya,26254,MRT,Friday,Weekday
2023-03-04,mrt putrajaya,18279,MRT,Saturday,Weekend
2023-03-05,mrt putrajaya,16588,MRT,Sunday,Weekend
2023-03-06,mrt putrajaya,25986,MRT,Monday,Weekday
2023-03-07,mrt putrajaya,27318,MRT,Tuesday,Weekday
2023-03-08,mrt putrajaya,28298,MRT,Wednesday,Weekday
2023-03-09,mrt putrajaya,27423,MRT,Thursday,Weekday
2023-03-10,mrt putrajaya,26887,MRT,Friday,Weekday
2023-03-11,mrt putrajaya,17801,MRT,Saturday,Weekend
2023-03-12,mrt putrajaya,16841,MRT,Sunday,Weekend
2023-03-13,mrt putrajaya,27209,MRT,Monday,Weekday
2023-03-14,mrt putrajaya,28140,MRT,Tuesday,Weekday
2023-03-15,mrt putrajaya,29093,MRT,Wednesday,Weekday
2023-03-16,mrt putrajaya,68737,MRT,Thursday,Weekday
2023-03-17,mrt putrajaya,112156,MRT,Friday,Weekday
2023-03-18,mrt putrajaya,127158,MRT,Saturday,Weekend
2023-03-19,mrt putrajaya,126977,MRT,Sunday,Weekend
2023-03-20,mrt putrajaya,99026,MRT,Monday,Weekday
2023-03-21,mrt putrajaya,107404,MRT,Tuesday,Weekday
2023-03-22,mrt putrajaya,109685,MRT,Wednesday,Weekday
2023-03-23,mrt putrajaya,95509,MRT,Thursday,Weekday
2023-03-24,mrt putrajaya,99980,MRT,Friday,Weekday
2023-03-25,mrt putrajaya,85836,MRT,Saturday,Weekend
2023-03-26,mrt putrajaya,98655,MRT,Sunday,Weekend
2023-03-27,mrt putrajaya,96590,MRT,Monday,Weekday
2023-03-28,mrt putrajaya,104044,MRT,Tuesday,Weekday
2023-03-29,mrt putrajaya,106269,MRT,Wednesday,Weekday
2023-03-30,mrt putrajaya,108724,MRT,Thursday,Weekday
2023-03-31,mrt putrajaya,120111,MRT,Friday,Weekday
2023-04-01,mrt putrajaya,49056,MRT,Saturday,Weekend
2023-04-02,mrt putrajaya,42143,MRT,Sunday,Weekend
2023-04-03,mrt putrajaya,84537,MRT,Monday,Weekday
2023-04-04,mrt putrajaya,89649,MRT,Tuesday,Weekday
2023-04-05,mrt putrajaya,89374,MRT,Wednesday,Weekday
2023-04-06,mrt putrajaya,90414,MRT,Thursday,Weekday
2023-04-07,mrt putrajaya,88734,MRT,Friday,Weekday
2023-04-08,mrt putrajaya,53427,MRT,Saturday,Weekend
2023-04-09,mrt putrajaya,47262,MRT,Sunday,Weekend
2023-04-10,mrt putrajaya,88069,MRT,Monday,Weekday
2023-04-11,mrt putrajaya,92687,MRT,Tuesday,Weekday
2023-04-12,mrt putrajaya,93730,MRT,Wednesday,Weekday
2023-04-13,mrt putrajaya,91632,MRT,Thursday,Weekday
2023-04-14,mrt putrajaya,91838,MRT,Friday,Weekday
2023-04-15,mrt putrajaya,55464,MRT,Saturday,Weekend
2023-04-16,mrt putrajaya,46613,MRT,Sunday,Weekend
2023-04-17,mrt putrajaya,88181,MRT,Monday,Weekday
2023-04-18,mrt putrajaya,93066,MRT,Tuesday,Weekday
2023-04-19,mrt putrajaya,86443,MRT,Wednesday,Weekday
2023-04-20,mrt putrajaya,69726,MRT,Thursday,Weekday
2023-04-21,mrt putrajaya,76317,MRT,Friday,Weekday
2023-04-22,mrt putrajaya,52609,MRT,Saturday,Weekend
2023-04-23,mrt putrajaya,54050,MRT,Sunday,Weekend
2023-04-24,mrt putrajaya,42921,MRT,Monday,Weekday
2023-04-25,mrt putrajaya,63305,MRT,Tuesday,Weekday
2023-04-26,mrt putrajaya,69334,MRT,Wednesday,Weekday
2023-04-27,mrt putrajaya,72964,MRT,Thursday,Weekday
2023-04-28,mrt putrajaya,73785,MRT,Friday,Weekday
2023-04-29,mrt putrajaya,51027,MRT,Saturday,Weekend
2023-04-30,mrt putrajaya,49189,MRT,Sunday,Weekend
2023-05-01,mrt putrajaya,49369,MRT,Monday,Weekday
2023-05-02,mrt putrajaya,89428,MRT,Tuesday,Weekday
2023-05-03,mrt putrajaya,91581,MRT,Wednesday,Weekday
2023-05-04,mrt putrajaya,49960,MRT,Thursday,Weekday
2023-05-05,mrt putrajaya,84147,MRT,Friday,Weekday
2023-05-06,mrt putrajaya,55736,MRT,Saturday,Weekend
2023-05-07,mrt putrajaya,47759,MRT,Sunday,Weekend
2023-05-08,mrt putrajaya,91287,MRT,Monday,Weekday
2023-05-09,mrt putrajaya,96070,MRT,Tuesday,Weekday
2023-05-10,mrt putrajaya,97078,MRT,Wednesday,Weekday
2023-05-11,mrt putrajaya,96618,MRT,Thursday,Weekday
2023-05-12,mrt putrajaya,93892,MRT,Friday,Weekday
2023-05-13,mrt putrajaya,58528,MRT,Saturday,Weekend
2023-05-14,mrt putrajaya,49757,MRT,Sunday,Weekend
2023-05-15,mrt putrajaya,92732,MRT,Monday,Weekday
2023-05-16,mrt putrajaya,96685,MRT,Tuesday,Weekday
2023-05-17,mrt putrajaya,98903,MRT,Wednesday,Weekday
2023-05-18,mrt putrajaya,95655,MRT,Thursday,Weekday
2023-05-19,mrt putrajaya,93284,MRT,Friday,Weekday
2023-05-20,mrt putrajaya,61155,MRT,Saturday,Weekend
2023-05-21,mrt putrajaya,50077,MRT,Sunday,Weekend
2023-05-22,mrt putrajaya,91750,MRT,Monday,Weekday
2023-05-23,mrt putrajaya,96175,MRT,Tuesday,Weekday
2023-05-24,mrt putrajaya,96313,MRT,Wednesday,Weekday
2023-05-25,mrt putrajaya,95888,MRT,Thursday,Weekday
2023-05-26,mrt putrajaya,96111,MRT,Friday,Weekday
2023-05-27,mrt putrajaya,66788,MRT,Saturday,Weekend
2023-05-28,mrt putrajaya,56660,MRT,Sunday,Weekend
2023-05-29,mrt putrajaya,97058,MRT,Monday,Weekday
2023-05-30,mrt putrajaya,101738,MRT,Tuesday,Weekday
2023-05-31,mrt putrajaya,104867,MRT,Wednesday,Weekday
2023-06-01,mrt putrajaya,103959,MRT,Thursday,Weekday
2023-06-02,mrt putrajaya,96660,MRT,Friday,Weekday
2023-06-03,mrt putrajaya,69131,MRT,Saturday,Weekend
2023-06-04,mrt putrajaya,64120,MRT,Sunday,Weekend
2023-06-05,mrt putrajaya,51959,MRT,Monday,Weekday
2023-06-06,mrt putrajaya,99437,MRT,Tuesday,Weekday
2023-06-07,mrt putrajaya,101954,MRT,Wednesday,Weekday
2023-06-08,mrt putrajaya,102631,MRT,Thursday,Weekday
2023-06-09,mrt putrajaya,98460,MRT,Friday,Weekday
2023-06-10,mrt putrajaya,63891,MRT,Saturday,Weekend
2023-06-11,mrt putrajaya,54123,MRT,Sunday,Weekend
2023-06-12,mrt putrajaya,96615,MRT,Monday,Weekday
2023-06-13,mrt putrajaya,101502,MRT,Tuesday,Weekday
2023-06-14,mrt putrajaya,103156,MRT,Wednesday,Weekday
2023-06-15,mrt putrajaya,102251,MRT,Thursday,Weekday
2023-06-16,mrt putrajaya,98015,MRT,Friday,Weekday
2023-06-17,mrt putrajaya,59911,MRT,Saturday,Weekend
2023-06-18,mrt putrajaya,50123,MRT,Sunday,Weekend
2023-06-19,mrt putrajaya,95924,MRT,Monday,Weekday
2023-06-20,mrt putrajaya,101773,MRT,Tuesday,Weekday
2023-06-21,mrt putrajaya,102633,MRT,Wednesday,Weekday
2023-06-22,mrt putrajaya,101094,MRT,Thursday,Weekday
2023-06-23,mrt putrajaya,97527,MRT,Friday,Weekday
2023-06-24,mrt putrajaya,61108,MRT,Saturday,Weekend
2023-06-25,mrt putrajaya,49843,MRT,Sunday,Weekend
2023-06-26,mrt putrajaya,83893,MRT,Monday,Weekday
2023-06-27,mrt putrajaya,105513,MRT,Tuesday,Weekday
2023-06-28,mrt putrajaya,96125,MRT,Wednesday,Weekday
2023-06-29,mrt putrajaya,53966,MRT,Thursday,Weekday
2023-06-30,mrt putrajaya,75672,MRT,Friday,Weekday
2023-07-01,mrt putrajaya,53190,MRT,Saturday,Weekend
2023-07-02,mrt putrajaya,47928,MRT,Sunday,Weekend
2023-07-03,mrt putrajaya,99320,MRT,Monday,Weekday
2023-07-04,mrt putrajaya,106557,MRT,Tuesday,Weekday
2023-07-05,mrt putrajaya,108917,MRT,Wednesday,Weekday
2023-07-06,mrt putrajaya,106830,MRT,Thursday,Weekday
2023-07-07,mrt putrajaya,102618,MRT,Friday,Weekday
2023-07-08,mrt putrajaya,64895,MRT,Saturday,Weekend
2023-07-09,mrt putrajaya,53908,MRT,Sunday,Weekend
2023-07-10,mrt putrajaya,104868,MRT,Monday,Weekday
2023-07-11,mrt putrajaya,110396,MRT,Tuesday,Weekday
2023-07-12,mrt putrajaya,111878,MRT,Wednesday,Weekday
2023-07-13,mrt putrajaya,110421,MRT,Thursday,Weekday
2023-07-14,mrt putrajaya,106770,MRT,Friday,Weekday
2023-07-15,mrt putrajaya,66387,MRT,Saturday,Weekend
2023-07-16,mrt putrajaya,53277,MRT,Sunday,Weekend
2023-07-17,mrt putrajaya,105891,MRT,Monday,Weekday
2023-07-18,mrt putrajaya,112438,MRT,Tuesday,Weekday
2023-07-19,mrt putrajaya,55751,MRT,Wednesday,Weekday
2023-07-20,mrt putrajaya,108911,MRT,Thursday,Weekday
2023-07-21,mrt putrajaya,104733,MRT,Friday,Weekday
2023-07-22,mrt putrajaya,58824,MRT,Saturday,Weekend
2023-07-23,mrt putrajaya,49859,MRT,Sunday,Weekend
2023-07-24,mrt putrajaya,105213,MRT,Monday,Weekday
2023-07-25,mrt putrajaya,111100,MRT,Tuesday,Weekday
2023-07-26,mrt putrajaya,113614,MRT,Wednesday,Weekday
2023-07-27,mrt putrajaya,110956,MRT,Thursday,Weekday
2023-07-28,mrt putrajaya,108829,MRT,Friday,Weekday
2023-07-29,mrt putrajaya,68540,MRT,Saturday,Weekend
2023-07-30,mrt putrajaya,52362,MRT,Sunday,Weekend
2023-07-31,mrt putrajaya,106464,MRT,Monday,Weekday
2023-08-01,mrt putrajaya,113712,MRT,Tuesday,Weekday
2023-08-02,mrt putrajaya,115790,MRT,Wednesday,Weekday
2023-08-03,mrt putrajaya,112805,MRT,Thursday,Weekday
2023-08-04,mrt putrajaya,109276,MRT,Friday,Weekday
2023-08-05,mrt putrajaya,67993,MRT,Saturday,Weekend
2023-08-06,mrt putrajaya,56256,MRT,Sunday,Weekend
2023-08-07,mrt putrajaya,110535,MRT,Monday,Weekday
2023-08-08,mrt putrajaya,115313,MRT,Tuesday,Weekday
2023-08-09,mrt putrajaya,118349,MRT,Wednesday,Weekday
2023-08-10,mrt putrajaya,116532,MRT,Thursday,Weekday
2023-08-11,mrt putrajaya,109135,MRT,Friday,Weekday
2023-08-12,mrt putrajaya,57646,MRT,Saturday,Weekend
2023-08-13,mrt putrajaya,54577,MRT,Sunday,Weekend
2023-08-14,mrt putrajaya,101224,MRT,Monday,Weekday
2023-08-15,mrt putrajaya,117631,MRT,Tuesday,Weekday
2023-08-16,mrt putrajaya,117256,MRT,Wednesday,Weekday
2023-08-17,mrt putrajaya,115185,MRT,Thursday,Weekday
2023-08-18,mrt putrajaya,111002,MRT,Friday,Weekday
2023-08-19,mrt putrajaya,67472,MRT,Saturday,Weekend
2023-08-20,mrt putrajaya,55656,MRT,Sunday,Weekend
2023-08-21,mrt putrajaya,110179,MRT,Monday,Weekday
2023-08-22,mrt putrajaya,116018,MRT,Tuesday,Weekday
2023-08-23,mrt putrajaya,117867,MRT,Wednesday,Weekday
2023-08-24,mrt putrajaya,115128,MRT,Thursday,Weekday
2023-08-25,mrt putrajaya,114501,MRT,Friday,Weekday
2023-08-26,mrt putrajaya,70001,MRT,Saturday,Weekend
2023-08-27,mrt putrajaya,57627,MRT,Sunday,Weekend
2023-08-28,mrt putrajaya,104791,MRT,Monday,Weekday
2023-08-29,mrt putrajaya,116240,MRT,Tuesday,Weekday
2023-08-30,mrt putrajaya,127782,MRT,Wednesday,Weekday
2023-08-31,mrt putrajaya,106206,MRT,Thursday,Weekday
2023-09-01,mrt putrajaya,96878,MRT,Friday,Weekday
2023-09-02,mrt putrajaya,65990,MRT,Saturday,Weekend
2023-09-03,mrt putrajaya,53757,MRT,Sunday,Weekend
2023-09-04,mrt putrajaya,111556,MRT,Monday,Weekday
2023-09-05,mrt putrajaya,119307,MRT,Tuesday,Weekday
2023-09-06,mrt putrajaya,121364,MRT,Wednesday,Weekday
2023-09-07,mrt putrajaya,119840,MRT,Thursday,Weekday
2023-09-08,mrt putrajaya,113876,MRT,Friday,Weekday
2023-09-09,mrt putrajaya,73090,MRT,Saturday,Weekend
2023-09-10,mrt putrajaya,60038,MRT,Sunday,Weekend
2023-09-11,mrt putrajaya,114692,MRT,Monday,Weekday
2023-09-12,mrt putrajaya,121407,MRT,Tuesday,Weekday
2023-09-13,mrt putrajaya,122603,MRT,Wednesday,Weekday
2023-09-14,mrt putrajaya,119665,MRT,Thursday,Weekday
2023-09-15,mrt putrajaya,115343,MRT,Friday,Weekday
2023-09-16,mrt putrajaya,70764,MRT,Saturday,Weekend
2023-09-17,mrt putrajaya,57015,MRT,Sunday,Weekend
2023-09-18,mrt putrajaya,115243,MRT,Monday,Weekday
2023-09-19,mrt putrajaya,123396,MRT,Tuesday,Weekday
2023-09-20,mrt putrajaya,122665,MRT,Wednesday,Weekday
2023-09-21,mrt putrajaya,121973,MRT,Thursday,Weekday
2023-09-22,mrt putrajaya,116935,MRT,Friday,Weekday
2023-09-23,mrt putrajaya,68714,MRT,Saturday,Weekend
2023-09-24,mrt putrajaya,56237,MRT,Sunday,Weekend
2023-09-25,mrt putrajaya,117553,MRT,Monday,Weekday
2023-09-26,mrt putrajaya,122136,MRT,Tuesday,Weekday
2023-09-27,mrt putrajaya,125977,MRT,Wednesday,Weekday
2023-09-28,mrt putrajaya,63628,MRT,Thursday,Weekday
2023-09-29,mrt putrajaya,105642,MRT,Friday,Weekday
2023-09-30,mrt putrajaya,70166,MRT,Saturday,Weekend
2023-10-01,mrt putrajaya,58121,MRT,Sunday,Weekend
2023-10-02,mrt putrajaya,116341,MRT,Monday,Weekday
2023-10-03,mrt putrajaya,123156,MRT,Tuesday,Weekday
2023-10-04,mrt putrajaya,124847,MRT,Wednesday,Weekday
2023-10-05,mrt putrajaya,122200,MRT,Thursday,Weekday
2023-10-06,mrt putrajaya,119597,MRT,Friday,Weekday
2023-10-07,mrt putrajaya,72613,MRT,Saturday,Weekend
2023-10-08,mrt putrajaya,62219,MRT,Sunday,Weekend
2023-10-09,mrt putrajaya,118494,MRT,Monday,Weekday
2023-10-10,mrt putrajaya,122459,MRT,Tuesday,Weekday
2023-10-11,mrt putrajaya,123326,MRT,Wednesday,Weekday
2023-10-12,mrt putrajaya,122140,MRT,Thursday,Weekday
2023-10-13,mrt putrajaya,125479,MRT,Friday,Weekday
2023-10-14,mrt putrajaya,72343,MRT,Saturday,Weekend
2023-10-15,mrt putrajaya,60683,MRT,Sunday,Weekend
2023-10-16,mrt putrajaya,119733,MRT,Monday,Weekday
2023-10-17,mrt putrajaya,126318,MRT,Tuesday,Weekday
2023-10-18,mrt putrajaya,126348,MRT,Wednesday,Weekday
2023-10-19,mrt putrajaya,124608,MRT,Thursday,Weekday
2023-10-20,mrt putrajaya,121760,MRT,Friday,Weekday
2023-10-21,mrt putrajaya,72141,MRT,Saturday,Weekend
2023-10-22,mrt putrajaya,61350,MRT,Sunday,Weekend
2023-10-23,mrt putrajaya,119745,MRT,Monday,Weekday
2023-10-24,mrt putrajaya,125597,MRT,Tuesday,Weekday
2023-10-25,mrt putrajaya,126379,MRT,Wednesday,Weekday
2023-10-26,mrt putrajaya,124290,MRT,Thursday,Weekday
2023-10-27,mrt putrajaya,122665,MRT,Friday,Weekday
2023-10-28,mrt putrajaya,79580,MRT,Saturday,Weekend
2023-10-29,mrt putrajaya,60780,MRT,Sunday,Weekend
2023-10-30,mrt putrajaya,118934,MRT,Monday,Weekday
2023-10-31,mrt putrajaya,125416,MRT,Tuesday,Weekday
2023-11-01,mrt putrajaya,128264,MRT,Wednesday,Weekday
2023-11-02,mrt putrajaya,126047,MRT,Thursday,Weekday
2023-11-03,mrt putrajaya,123105,MRT,Friday,Weekday
2023-11-04,mrt putrajaya,75725,MRT,Saturday,Weekend
2023-11-05,mrt putrajaya,62474,MRT,Sunday,Weekend
2023-11-06,mrt putrajaya,121885,MRT,Monday,Weekday
2023-11-07,mrt putrajaya,128837,MRT,Tuesday,Weekday
2023-11-08,mrt putrajaya,130169,MRT,Wednesday,Weekday
2023-11-09,mrt putrajaya,129030,MRT,Thursday,Weekday
2023-11-10,mrt putrajaya,125915,MRT,Friday,Weekday
2023-11-11,mrt putrajaya,77321,MRT,Saturday,Weekend
2023-11-12,mrt putrajaya,73681,MRT,Sunday,Weekend
2023-11-13,mrt putrajaya,65333,MRT,Monday,Weekday
2023-11-14,mrt putrajaya,112376,MRT,Tuesday,Weekday
2023-11-15,mrt putrajaya,123672,MRT,Wednesday,Weekday
2023-11-16,mrt putrajaya,124752,MRT,Thursday,Weekday
2023-11-17,mrt putrajaya,120289,MRT,Friday,Weekday
2023-11-18,mrt putrajaya,74150,MRT,Saturday,Weekend
2023-11-19,mrt putrajaya,59509,MRT,Sunday,Weekend
2023-11-20,mrt putrajaya,125038,MRT,Monday,Weekday
2023-11-21,mrt putrajaya,131249,MRT,Tuesday,Weekday
2023-11-22,mrt putrajaya,139113,MRT,Wednesday,Weekday
2023-11-23,mrt putrajaya,130845,MRT,Thursday,Weekday
2023-11-24,mrt putrajaya,130708,MRT,Friday,Weekday
2023-11-25,mrt putrajaya,79434,MRT,Saturday,Weekend
2023-11-26,mrt putrajaya,64832,MRT,Sunday,Weekend
2023-11-27,mrt putrajaya,125997,MRT,Monday,Weekday
2023-11-28,mrt putrajaya,132983,MRT,Tuesday,Weekday
2023-11-29,mrt putrajaya,140546,MRT,Wednesday,Weekday
2023-11-30,mrt putrajaya,137403,MRT,Thursday,Weekday
2023-12-01,mrt putrajaya,140846,MRT,Friday,Weekday
2023-12-02,mrt putrajaya,102086,MRT,Saturday,Weekend
2023-12-03,mrt putrajaya,86778,MRT,Sunday,Weekend
2023-12-04,mrt putrajaya,129915,MRT,Monday,Weekday
2023-12-05,mrt putrajaya,135152,MRT,Tuesday,Weekday
2023-12-06,mrt putrajaya,136859,MRT,Wednesday,Weekday
2023-12-07,mrt putrajaya,136029,MRT,Thursday,Weekday
2023-12-08,mrt putrajaya,141735,MRT,Friday,Weekday
2023-12-09,mrt putrajaya,94783,MRT,Saturday,Weekend
2023-12-10,mrt putrajaya,92218,MRT,Sunday,Weekend
2023-12-11,mrt putrajaya,129587,MRT,Monday,Weekday
2023-12-12,mrt putrajaya,134679,MRT,Tuesday,Weekday
2023-12-13,mrt putrajaya,134295,MRT,Wednesday,Weekday
2023-12-14,mrt putrajaya,130374,MRT,Thursday,Weekday
2023-12-15,mrt putrajaya,131139,MRT,Friday,Weekday
2023-12-16,mrt putrajaya,88673,MRT,Saturday,Weekend
2023-12-17,mrt putrajaya,81925,MRT,Sunday,Weekend
2023-12-18,mrt putrajaya,125784,MRT,Monday,Weekday
2023-12-19,mrt putrajaya,130286,MRT,Tuesday,Weekday
2023-12-20,mrt putrajaya,130264,MRT,Wednesday,Weekday
2023-12-21,mrt putrajaya,127892,MRT,Thursday,Weekday
2023-12-22,mrt putrajaya,123891,MRT,Friday,Weekday
2023-12-23,mrt putrajaya,97450,MRT,Saturday,Weekend
2023-12-24,mrt putrajaya,105650,MRT,Sunday,Weekend
2023-12-25,mrt putrajaya,93677,MRT,Monday,Weekday
2023-12-26,mrt putrajaya,110624,MRT,Tuesday,Weekday
2023-12-27,mrt putrajaya,117196,MRT,Wednesday,Weekday
2023-12-28,mrt putrajaya,115891,MRT,Thursday,Weekday
2023-12-29,mrt putrajaya,113962,MRT,Friday,Weekday
2023-12-30,mrt putrajaya,84225,MRT,Saturday,Weekend
2023-12-31,mrt putrajaya,120685,MRT,Sunday,Weekend
2024-01-01,mrt putrajaya,79011,MRT,Monday,Weekday
2024-01-02,mrt putrajaya,129116,MRT,Tuesday,Weekday
2024-01-03,mrt putrajaya,133884,MRT,Wednesday,Weekday
2024-01-04,mrt putrajaya,131962,MRT,Thursday,Weekday
2024-01-05,mrt putrajaya,130901,MRT,Friday,Weekday
2024-01-06,mrt putrajaya,80745,MRT,Saturday,Weekend
2024-01-07,mrt putrajaya,64358,MRT,Sunday,Weekend
2024-01-08,mrt putrajaya,132196,MRT,Monday,Weekday
2024-01-09,mrt putrajaya,140539,MRT,Tuesday,Weekday
2024-01-10,mrt putrajaya,139065,MRT,Wednesday,Weekday
2024-01-11,mrt putrajaya,137389,MRT,Thursday,Weekday
2024-01-12,mrt putrajaya,137321,MRT,Friday,Weekday
2024-01-13,mrt putrajaya,88603,MRT,Saturday,Weekend
2024-01-14,mrt putrajaya,74405,MRT,Sunday,Weekend
2024-01-15,mrt putrajaya,131468,MRT,Monday,Weekday
2024-01-16,mrt putrajaya,138316,MRT,Tuesday,Weekday
2024-01-17,mrt putrajaya,140181,MRT,Wednesday,Weekday
2024-01-18,mrt putrajaya,137630,MRT,Thursday,Weekday
2024-01-19,mrt putrajaya,136987,MRT,Friday,Weekday
2024-01-20,mrt putrajaya,86507,MRT,Saturday,Weekend
2024-01-21,mrt putrajaya,73060,MRT,Sunday,Weekend
2024-01-22,mrt putrajaya,134500,MRT,Monday,Weekday
2024-01-23,mrt putrajaya,141930,MRT,Tuesday,Weekday
2024-01-24,mrt putrajaya,150582,MRT,Wednesday,Weekday
2024-01-25,mrt putrajaya,81255,MRT,Thursday,Weekday
2024-01-26,mrt putrajaya,127930,MRT,Friday,Weekday
2024-01-27,mrt putrajaya,82374,MRT,Saturday,Weekend
2024-01-28,mrt putrajaya,69747,MRT,Sunday,Weekend
2024-01-29,mrt putrajaya,134653,MRT,Monday,Weekday
2024-01-30,mrt putrajaya,140745,MRT,Tuesday,Weekday
2024-01-31,mrt putrajaya,144011,MRT,Wednesday,Weekday
2024-02-01,mrt putrajaya,81837,MRT,Thursday,Weekday
2024-02-02,mrt putrajaya,130610,MRT,Friday,Weekday
2024-02-03,mrt putrajaya,90825,MRT,Saturday,Weekend
2024-02-04,mrt putrajaya,74441,MRT,Sunday,Weekend
2024-02-05,mrt putrajaya,136304,MRT,Monday,Weekday
2024-02-06,mrt putrajaya,142849,MRT,Tuesday,Weekday
2024-02-07,mrt putrajaya,144774,MRT,Wednesday,Weekday
2024-02-08,mrt putrajaya,132386,MRT,Thursday,Weekday
2024-02-09,mrt putrajaya,106380,MRT,Friday,Weekday
2024-02-10,mrt putrajaya,93213,MRT,Saturday,Weekend
2024-02-11,mrt putrajaya,90323,MRT,Sunday,Weekend
2024-02-12,mrt putrajaya,81617,MRT,Monday,Weekday
2024-02-13,mrt putrajaya,114048,MRT,Tuesday,Weekday
